_id,Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
85,250917-137,2025-09-17T00:00:00,90000065595,PAŠVALDĪBAS PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS /PRIEKŠNIEKS,Informācijas tehnoloģijas / Telekomunikācijas,2200.000,2400.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Rīgas iela 77, Līvāni, Līvānu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427082679
86,250917-159,2025-09-17T00:00:00,90000065595,PAŠVALDĪBAS POLICIJAS VECĀKAIS INSPEKTORS,Drošība / Glābšanas dienesti / Aizsardzība,1575.000,1575.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Domes iela 4, Līvāni, Līvānu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427092669
87,250910-120,2025-09-10T00:00:00,90000019505,"INTERNĀTA, DIENESTA VIESNĪCAS SKOLOTĀJS",Izglītība / Zinātne,783.000,783.000,Nepilna slodze,Nepilnais darba laiks,20,2025-09-23T00:00:00,"","Muižas iela 4, Malnava, Malnavas pag., Ludzas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426368702
88,250915-96,2025-09-15T00:00:00,90000019505,SABIEDRISKO ATTIECĪBU SPECIĀLISTS,Izglītība / Zinātne,1271.000,1271.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Muižas iela 4, Malnava, Malnavas pag., Ludzas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426770569
89,250908-161,2025-09-08T00:00:00,90000029912,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (VALSTS PĀRVALDES JOMĀ),Kultūra / Māksla,1558.000,1558.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-23T00:00:00,"","Palasta iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426068624
90,250903-49,2025-09-03T00:00:00,40003028055,AUTOMOBIĻU MAZGĀTĀJS,Transports / Loģistika,1000.000,1000.000,Viena vesela slodze,Normālais darba laiks,,2025-09-22T00:00:00,"","Lidosta ""Rīga"", Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425509621
91,250903-56,2025-09-03T00:00:00,40003028055,SĒTNIEKS,Pakalpojumi,4.790,4.790,Viena vesela slodze,Summētais darba laiks,,2025-09-22T00:00:00,"","Lidosta ""Rīga"", Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/425512022
92,250915-94,2025-09-15T00:00:00,40003028055,APSARGS,Drošība / Glābšanas dienesti / Aizsardzība,6.800,7.300,Viena vesela slodze,Maiņu darbs,,2025-09-29T00:00:00,"","Lidosta ""Rīga"", Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426770243
93,250915-95,2025-09-15T00:00:00,40003028055,LIDOSTAS AVIODROŠĪBAS DIENESTA DARBINIEKS,Drošība / Glābšanas dienesti / Aizsardzība,6.800,7.200,Viena vesela slodze,Maiņu darbs,,2025-09-29T00:00:00,"","Lidosta ""Rīga"", Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426770526
94,250915-98,2025-09-15T00:00:00,40003028055,LIDOSTAS AVIODROŠĪBAS DIENESTA DARBINIEKS,Drošība / Glābšanas dienesti / Aizsardzība,6.000,6.590,Viena vesela slodze,Maiņu darbs,,2025-09-29T00:00:00,"","Lidosta ""Rīga"", Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426770718
95,250915-99,2025-09-15T00:00:00,40003028055,VIDEONOVĒROŠANAS OPERATORS,Drošība / Glābšanas dienesti / Aizsardzība,6.290,6.890,Viena vesela slodze,Maiņu darbs,,2025-09-29T00:00:00,"","Lidosta ""Rīga"", Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426770938
96,250915-89,2025-09-15T00:00:00,40003028055,TRAKTORTEHNIKAS VADĪTĀJS,Transports / Loģistika,6.590,6.590,Viena vesela slodze,Maiņu darbs,,2025-09-29T00:00:00,"","Lidosta ""Rīga"", Mārupes pag., Mārupes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426767516
97,250827-98,2025-08-27T00:00:00,40900011270,MĀSA/ vispārējās aprūpes MĀSA,Izglītība / Zinātne,298.500,298.500,Nepilna slodze,"",,2025-09-27T00:00:00,"","Sapieru iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424819605
98,250827-129,2025-08-27T00:00:00,40900011270,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,690.600,690.600,Nepilna slodze,"",,2025-09-27T00:00:00,"","Sapieru iela 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424832222
99,250919-58,2025-09-19T00:00:00,40003857687,SKAITĻOTĀJU /SISTĒMU INŽENIERIS,Informācijas tehnoloģijas / Telekomunikācijas,3000.000,3350.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Šmerļa iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427280947
100,250908-259,2025-09-08T00:00:00,40003857687,Informācijas tehnoloģiju projektu VADĪTĀJS,Vadība / Administrēšana,2400.000,2700.000,Viena vesela slodze,Normālais darba laiks,,2025-09-22T00:00:00,"","Šmerļa iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426107416
101,250915-30,2025-09-15T00:00:00,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-10-15T00:00:00,"","Juglaslīči, Līči, Stopiņu pagasts",https://cvvp.nva.gov.lv/#/pub/vakances/426721410
102,250917-158,2025-09-17T00:00:00,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Augļu iela 2, Sigulda, Siguldas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427092135
103,250917-157,2025-09-18T00:00:00,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Ventas iela 6A, Skrunda, Kuldīgas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427091913
104,250917-197,2025-09-17T00:00:00,40003857687,Informācijas tehnoloģiju projektu VADĪTĀJS,Vadība / Administrēšana,2400.000,2700.000,Viena vesela slodze,Normālais darba laiks,,2025-09-22T00:00:00,"","Šmerļa iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427101595
105,250917-192,2025-09-17T00:00:00,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","ZETI, Grotūzis, Smiltenes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427100910
106,250917-185,2025-09-18T00:00:00,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Zvaigžņu iela 5, Ventspils",https://cvvp.nva.gov.lv/#/pub/vakances/427100705
107,250917-184,2025-09-19T00:00:00,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Cukura iela 7, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/427100679
108,250917-186,2025-09-18T00:00:00,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Klusā iela 2, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/427100733
109,250917-193,2025-09-17T00:00:00,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Gaismas iela 3A, Ķekava, Ķekavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427101148
110,250917-187,2025-09-18T00:00:00,40003857687,ELEKTROMONTIERIS,Elektronika / Enerģētika / Elektroenerģija,1400.000,1600.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Ķeguma prospekts 7/9, Ķegums, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427100764
111,250917-195,2025-09-17T00:00:00,40003857687,Ražošanas vadības organizācijas/ darba organizācijas INŽENIERIS,Elektronika / Enerģētika / Elektroenerģija,1900.000,2200.000,Viena vesela slodze,Normālais darba laiks,,2025-09-24T00:00:00,"","Līči, Stopiņu pag., Ropažu nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427101289
112,250917-194,2025-09-17T00:00:00,40003857687,Ražošanas vadības organizācijas/ darba organizācijas INŽENIERIS,Elektronika / Enerģētika / Elektroenerģija,1900.000,2200.000,Viena vesela slodze,Normālais darba laiks,,2025-09-24T00:00:00,"","Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427101246
113,250902-66,2025-09-02T00:00:00,90009249189,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,1566.000,1566.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Engures iela 4, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/425346545
114,250902-77,2025-09-02T00:00:00,90009249189,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,824.000,824.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Engures iela 4, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/425355172
115,250902-80,2025-09-02T00:00:00,90009249189,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,705.000,705.000,Nepilna slodze,"",,2025-09-30T00:00:00,"","Engures iela 4, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/425355623
116,250917-130,2025-09-17T00:00:00,50900021891,MUZEJPEDAGOGS,Kultūra / Māksla,1050.000,1050.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-23T00:00:00,"","Brīvības iela 36, Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427078361
117,250904-200,2025-09-04T00:00:00,90001259776,VECĀKAIS GRĀMATVEDIS,Valsts pārvalde,1612.000,1612.000,Viena vesela slodze,Normālais darba laiks,,2025-09-24T00:00:00,"","Vienības gatve 56, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425779951
118,250905-118,2025-09-05T00:00:00,90001259776,LIETVEDĪBAS PĀRZINIS,Vadība / Administrēšana,1259.000,1421.000,Viena vesela slodze,Normālais darba laiks,,2025-09-26T00:00:00,"","Vienības gatve 56, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425903060
119,250908-31,2025-09-08T00:00:00,90001259776,LIETVEDĪBAS PĀRZINIS,Vadība / Administrēšana,1147.000,1371.000,Viena vesela slodze,Normālais darba laiks,,2025-10-24T00:00:00,"","Linezera iela 6, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425991802
120,250911-13,2025-09-11T00:00:00,90001259776,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Vadība / Administrēšana,1607.000,3292.000,Viena vesela slodze,Normālais darba laiks,,2025-09-24T00:00:00,"","Dzintara iela 63, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426422687
121,250916-107,2025-09-16T00:00:00,50003356621,FARMACEITA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1189.000,1189.000,"","",,2025-10-01T00:00:00,"","Andreja Pormaļa iela 125, Jēkabpils, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426880180
122,250903-124,2025-09-03T00:00:00,40003286750,ELEKTROATSLĒDZNIEKS,Elektronika / Enerģētika / Elektroenerģija,1540.000,1750.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-30T00:00:00,"","Kurzemes prospekts 17, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425581591
123,250903-161,2025-09-03T00:00:00,40003286750,APKURES IEKĀRTAS OPERATORS,Elektronika / Enerģētika / Elektroenerģija,1540.000,1750.000,Viena vesela slodze,Summētais darba laiks,40,2025-09-30T00:00:00,"","Atlantijas iela 51, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425604626
124,250918-30,2025-09-18T00:00:00,40003286750,KOMERCDARBĪBAS SPECIĀLISTS,Elektronika / Enerģētika / Elektroenerģija,1540.000,1750.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-02T00:00:00,"","Cēsu iela 3A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427139942
125,250916-176,2025-09-16T00:00:00,90000022632,VECĀKAIS EKSPERTS,Valsts pārvalde,2042.000,2484.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-29T00:00:00,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426911066
126,250916-179,2025-09-16T00:00:00,90000022632,NOZARES POLITIKAS UN POLITIKAS PLĀNOŠANAS STRUKTŪRVIENĪBAS VADĪTĀJA VIETNIEKS /DIREKTORA VIETNIEKS,Valsts pārvalde,2646.000,2802.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-29T00:00:00,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426912057
127,250916-183,2025-09-16T00:00:00,90000022632,SISTĒMANALĪTIĶIS,Informācijas tehnoloģijas / Telekomunikācijas,2377.000,3385.000,Viena vesela slodze,"",40,2025-09-29T00:00:00,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426914126
128,250916-188,2025-09-16T00:00:00,90000022632,ĀRSTA PALĪGS/ FELDŠERIS,Valsts pārvalde,1677.000,1972.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-29T00:00:00,"","Krišjāņa Valdemāra iela 10/12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426915569
129,250912-6,2025-09-12T00:00:00,90000056357,BŪVINSPEKTORS,Būvniecība / Nekustamais īpašums,1899.000,1899.000,Viena vesela slodze,Normālais darba laiks,,2025-09-25T00:00:00,"","Edinburgas prospekts 75, Jūrmala",https://cvvp.nva.gov.lv/#/pub/vakances/426550112
130,250917-121,2025-09-17T00:00:00,40900014084,PEDAGOGS,Izglītība / Zinātne,1410.000,1410.000,Viena vesela slodze,"",,2025-11-17T00:00:00,"","Nīcgales iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427068817
131,250919-122,2025-09-19T00:00:00,90000022399,PAMATDARBĪBAS STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS (VALSTS PĀRVALDES JOMĀ),Vadība / Administrēšana,2295.000,2551.000,Viena vesela slodze,Normālais darba laiks,,2025-09-29T00:00:00,"","Vaļņu iela 2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427321318
132,250827-133,2025-08-27T00:00:00,90011624624,SKOLOTĀJS LOGOPĒDS,Izglītība / Zinātne,723.800,723.800,Nepilna slodze,Nepilnais darba laiks,,2025-09-27T00:00:00,"","Vārnu iela 13A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424834748
133,250827-136,2025-08-27T00:00:00,90011624624,ASISTENTS PERSONĀM AR INVALIDITĀTI,Izglītība / Zinātne,740.000,740.000,Viena vesela slodze,"",,2025-09-27T00:00:00,"","Vārnu iela 13A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424835600
134,250827-139,2025-08-27T00:00:00,90011624624,MĀSA/ vispārējās aprūpes MĀSA,Izglītība / Zinātne,358.200,358.200,"","",,2025-09-27T00:00:00,"","Vārnu iela 13A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424836176
135,250919-105,2025-09-19T00:00:00,40900008425,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1566.000,1566.000,Nepilna slodze,"",,2025-10-17T00:00:00,"","Salaspils iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427308328
136,250919-63,2025-09-19T00:00:00,55403000541,NAMU PĀRZINIS,Būvniecība / Nekustamais īpašums,1000.000,1000.000,Viena vesela slodze,Summētais darba laiks,40,2025-09-30T00:00:00,"","Smilšu iela 2, Viesīte, Jēkabpils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427287307
137,250917-31,2025-09-17T00:00:00,40103208907,Ventilācijas iekārtas OPERATORS,Kultūra / Māksla,1000.000,1000.000,Viena vesela slodze,Summētais darba laiks,,2025-10-01T00:00:00,"","Aspazijas bulvāris 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427000276
138,250908-181,2025-09-08T00:00:00,90009067337,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1189.000,1189.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Bitītes, Trapene, Trapenes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426079030
139,250908-183,2025-09-08T00:00:00,90009067337,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,769.000,769.000,"","",,2025-09-30T00:00:00,"","Bitītes, Trapene, Trapenes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426079263
140,250912-41,2025-09-12T00:00:00,90009067337,KULTŪRAS DARBA VADĪTĀJS,Kultūra / Māksla,1052.000,1166.000,"","",,2025-09-24T00:00:00,"","Kultūras nams, Palsmane, Palsmanes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426580895
141,250912-45,2025-09-12T00:00:00,90009067337,KULTŪRAS DARBA VADĪTĀJS,Kultūra / Māksla,736.000,736.000,"","",,2025-09-24T00:00:00,"","Ezera iela 2A, Launkalne, Launkalnes pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426585550
142,250917-171,2025-09-17T00:00:00,90009067337,KINOPROJICĒTĀJS,Kultūra / Māksla,740.000,740.000,"","",,2025-09-30T00:00:00,"","Gaujas iela 1, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427097483
143,250917-175,2025-09-17T00:00:00,90009067337,KULTŪRAS PASĀKUMU TEHNISKAIS REŽISORS,Kultūra / Māksla,1052.000,1109.000,"","",,2025-09-30T00:00:00,"","Gaujas iela 1, Smiltene, Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427098430
144,250918-72,2025-09-18T00:00:00,90009067337,Bibliotēkas struktūrvienības VADĪTĀJS,Izglītība / Zinātne,1052.000,1166.000,"","",,2025-09-28T00:00:00,"","Pašvaldības māja, Bilska, Bilskas pag., Smiltenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427169633
145,250801-148,2025-09-15T00:00:00,42403000932,REMONTATSLĒDZNIEKS,Pakalpojumi,970.000,970.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Liepu iela 2C, Viļāni, Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422311498
146,250801-125,2025-09-15T00:00:00,42403000932,ELEKTRIĶIS,Elektronika / Enerģētika / Elektroenerģija,840.000,840.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Brīvības iela 6, Malta, Maltas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422297209
147,250801-152,2025-09-15T00:00:00,42403000932,NAMU PĀRZINIS,Pakalpojumi,1100.000,1100.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Brīvības iela 6, Malta, Maltas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422315452
148,250801-143,2025-09-15T00:00:00,42403000932,APKOPĒJS,Pakalpojumi,4.500,4.500,Nepilna slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Liepu iela 2C, Viļāni, Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422304988
149,250801-136,2025-09-15T00:00:00,42403000932,NAMU PĀRZINIS,Pakalpojumi,1100.000,1100.000,Viena vesela slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Liepu iela 2C, Viļāni, Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422301047
150,250801-116,2025-09-15T00:00:00,42403000932,BŪVINŽENIERIS,Būvniecība / Nekustamais īpašums,750.000,750.000,Nepilna slodze,Normālais darba laiks,,2025-09-30T00:00:00,"","Brīvības iela 6, Malta, Maltas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/422293416
151,250904-117,2025-09-04T00:00:00,90001733697,JURISTS,Valsts pārvalde,2171.000,2714.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-28T00:00:00,"","Alberta iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425734967
152,250905-108,2025-09-05T00:00:00,90001733697,SISTĒMANALĪTIĶIS,Valsts pārvalde,3377.000,3377.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-05T00:00:00,"","Alberta iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425890838
153,250911-48,2025-09-11T00:00:00,90001733697,INFORMĀCIJAS SISTĒMAS DROŠĪBAS PĀRVALDNIEKS,Valsts pārvalde,3377.000,3377.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-29T00:00:00,"","Alberta iela 10, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426464890
154,250827-147,2025-08-27T00:00:00,40900013568,INTEREŠU IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1175.000,1175.000,Nepilna slodze,Nepilnais darba laiks,,2025-09-27T00:00:00,"","Aglonas iela 39, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424838592
155,250919-110,2025-09-19T00:00:00,90000074812,IZGLĪTĪBAS METODIĶIS,Izglītība / Zinātne,1645.000,1645.000,"","",,2025-10-15T00:00:00,"","Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427313953
156,250909-14,2025-09-09T00:00:00,90000074812,JAUNATNES DARBINIEKS,Izglītība / Zinātne,613.000,613.000,Nepilna slodze,"",,2025-09-28T00:00:00,"","Koknese, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426130433
157,250909-158,2025-09-09T00:00:00,90000074812,PAVĀRS,Izglītība / Zinātne,801.000,801.000,Viena vesela slodze,Maiņu darbs,,2025-10-31T00:00:00,"","Bormaņi, Kokneses pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426242956
158,250909-159,2025-09-09T00:00:00,90000074812,APRŪPĒTĀJS,Izglītība / Zinātne,740.000,740.000,Viena vesela slodze,Maiņu darbs,,2025-10-31T00:00:00,"","Bormaņi, Kokneses pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426243246
159,250916-154,2025-09-16T00:00:00,90000074812,Izglītojošā darba un darba ar apmeklētājiem VADĪTĀJS (muzeju jomā),Kultūra / Māksla,985.000,985.000,"","",,2025-09-26T00:00:00,"","Riekstiņi, Neretas pag., Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426896549
160,250916-258,2025-09-17T00:00:00,90000074812,JURISTS,Jurisprudence / Tieslietas,1654.000,1654.000,"","",,2025-09-30T00:00:00,"","Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426963490
161,250916-257,2025-09-16T00:00:00,90000074812,Energosistēmu INŽENIERIS/ EnergoPĀRVALDNIEKS,Valsts pārvalde,1899.000,1899.000,"","",,2025-09-30T00:00:00,"","Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426963483
162,250917-102,2025-09-17T00:00:00,90000074812,PROJEKTA VADĪTĀJS,Valsts pārvalde,1258.000,1258.000,"","",,2025-09-26T00:00:00,"","Aizkraukle, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427057343
163,250918-85,2025-09-18T00:00:00,90000074812,TŪRISMA INFORMĀCIJAS KONSULTANTS,Tūrisms / Viesnīcas,1522.000,1522.000,"","",,2025-10-01T00:00:00,"","Koknese, Aizkraukles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427183178
164,250910-86,2025-09-10T00:00:00,90001262884,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1400.000,1540.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Kalnu iela 2, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426349997
165,250910-95,2025-09-10T00:00:00,90001262884,SOCIĀLAIS DARBINIEKS DARBAM AR ĢIMENI UN BĒRNIEM,Veselības aprūpe / Sociālā aprūpe,1600.000,1760.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Kalnu iela 2, Salaspils, Salaspils nov.",https://cvvp.nva.gov.lv/#/pub/vakances/426355569
166,250822-69,2025-08-22T00:00:00,90009118031,SKOLAS DIREKTORA VIETNIEKS /PRIEKŠNIEKA VIETNIEKS,Izglītība / Zinātne,1655.000,1655.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Lielplatones skola, Lielplatones pag., Jelgavas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/424393151
